bbox,filename,height,width
"[131.54, 113.08, 175.09, 128.53000000000003]",/home/tako/devtools/furry-geras/coco/train2017/000000365557.jpg,389,640
"[173.41, 154.04, 291.65, 346.36]",/home/tako/devtools/furry-geras/coco/train2017/000000532812.jpg,640,567
"[257.26, 85.75, 168.08000000000004, 269.21]",/home/tako/devtools/furry-geras/coco/train2017/000000369567.jpg,360,640
"[148.75, 5.04, 239.64, 158.9]",/home/tako/devtools/furry-geras/coco/train2017/000000487718.jpg,640,480
"[296.83, 147.82, 59.339999999999975, 104.81]",/home/tako/devtools/furry-geras/coco/train2017/000000102974.jpg,505,640
"[70.18, 28.07, 148.33, 299.15]",/home/tako/devtools/furry-geras/coco/train2017/000000351590.jpg,333,500
"[195.67, 115.67, 220.77, 116.39999999999999]",/home/tako/devtools/furry-geras/coco/train2017/000000114745.jpg,387,500
"[57.17, 1.98, 251.39999999999998, 373.29]",/home/tako/devtools/furry-geras/coco/train2017/000000382263.jpg,480,640
"[70.32, 61.14, 229.64, 212.45]",/home/tako/devtools/furry-geras/coco/train2017/000000274760.jpg,330,500
"[388.62, 211.1, 73.84000000000003, 122.78]",/home/tako/devtools/furry-geras/coco/train2017/000000042479.jpg,427,640
"[348.32, 139.13, 135.25, 208.19]",/home/tako/devtools/furry-geras/coco/train2017/000000059843.jpg,427,640
"[309.84, 119.73, 208.53000000000003, 155.14]",/home/tako/devtools/furry-geras/coco/train2017/000000375311.jpg,360,640
"[322.75, 236.8, 94.23000000000002, 132.99]",/home/tako/devtools/furry-geras/coco/train2017/000000089154.jpg,375,500
"[162.27, 301.59, 93.72999999999999, 220.90000000000003]",/home/tako/devtools/furry-geras/coco/train2017/000000404528.jpg,640,425
"[241.85, 0.0, 257.15, 259.39]",/home/tako/devtools/furry-geras/coco/train2017/000000579591.jpg,375,500
"[0.0, 138.13, 81.49, 125.75]",/home/tako/devtools/furry-geras/coco/train2017/000000040986.jpg,428,640
"[67.37, 13.76, 159.19, 571.48]",/home/tako/devtools/furry-geras/coco/train2017/000000337305.jpg,640,480
"[191.63, 54.19, 171.56, 237.45999999999998]",/home/tako/devtools/furry-geras/coco/train2017/000000135836.jpg,385,640
"[204.94, 0.0, 434.06, 470.37]",/home/tako/devtools/furry-geras/coco/train2017/000000315030.jpg,480,640
"[306.77, 75.86, 171.40999999999997, 241.31]",/home/tako/devtools/furry-geras/coco/train2017/000000530690.jpg,449,640
"[40.3, 83.48, 581.45, 332.92]",/home/tako/devtools/furry-geras/coco/train2017/000000178053.jpg,427,640
"[4.82, 2.89, 477.17, 301.71]",/home/tako/devtools/furry-geras/coco/train2017/000000384029.jpg,429,640
"[435.87, 130.72, 133.85000000000002, 267.55999999999995]",/home/tako/devtools/furry-geras/coco/train2017/000000460187.jpg,480,640
"[228.11, 205.95, 391.42999999999995, 267.1]",/home/tako/devtools/furry-geras/coco/train2017/000000289833.jpg,480,640
"[122.66, 97.24, 129.74, 181.83999999999997]",/home/tako/devtools/furry-geras/coco/train2017/000000421908.jpg,427,640
"[141.3, 129.51, 186.69, 290.24]",/home/tako/devtools/furry-geras/coco/train2017/000000290147.jpg,480,640
"[271.91, 179.76, 194.29000000000002, 137.91999999999996]",/home/tako/devtools/furry-geras/coco/train2017/000000246339.jpg,427,640
"[375.47, 158.01, 94.25999999999999, 161.18]",/home/tako/devtools/furry-geras/coco/train2017/000000062167.jpg,419,640
"[1.58, 371.39, 430.92, 257.52]",/home/tako/devtools/furry-geras/coco/train2017/000000504969.jpg,640,480
"[175.24, 187.21, 115.45999999999998, 211.25000000000003]",/home/tako/devtools/furry-geras/coco/train2017/000000017018.jpg,480,640
"[144.14, 133.33, 121.52999999999997, 370.9]",/home/tako/devtools/furry-geras/coco/train2017/000000152425.jpg,640,427
"[99.24, 224.46, 266.5, 282.31999999999994]",/home/tako/devtools/furry-geras/coco/train2017/000000036373.jpg,640,427
"[3.39, 92.27, 197.64, 334.21]",/home/tako/devtools/furry-geras/coco/train2017/000000104487.jpg,500,375
"[234.07, 73.35, 212.57, 389.47]",/home/tako/devtools/furry-geras/coco/train2017/000000418816.jpg,480,640
"[271.82, 182.11, 113.33999999999997, 221.2]",/home/tako/devtools/furry-geras/coco/train2017/000000354185.jpg,480,640
"[99.11, 112.14, 170.21999999999997, 250.7]",/home/tako/devtools/furry-geras/coco/train2017/000000106168.jpg,500,375
"[102.19, 72.39, 264.51, 346.68]",/home/tako/devtools/furry-geras/coco/train2017/000000257783.jpg,425,640
"[58.46, 0.0, 388.71, 207.01]",/home/tako/devtools/furry-geras/coco/train2017/000000026518.jpg,427,640
"[180.13, 99.24, 275.14, 379.76]",/home/tako/devtools/furry-geras/coco/train2017/000000196981.jpg,480,640
"[427.96, 202.97, 56.44, 218.24000000000004]",/home/tako/devtools/furry-geras/coco/train2017/000000481467.jpg,427,640
"[104.68, 264.52, 225.86, 315.56999999999994]",/home/tako/devtools/furry-geras/coco/train2017/000000366753.jpg,640,426
"[111.52, 146.34, 367.0, 492.65999999999997]",/home/tako/devtools/furry-geras/coco/train2017/000000176176.jpg,640,480
"[185.82, 119.07, 149.56, 124.78]",/home/tako/devtools/furry-geras/coco/train2017/000000012927.jpg,425,640
"[99.8, 59.31, 170.77999999999997, 365.58]",/home/tako/devtools/furry-geras/coco/train2017/000000361661.jpg,428,640
"[311.73, 201.71, 77.74000000000001, 159.72]",/home/tako/devtools/furry-geras/coco/train2017/000000327682.jpg,480,640
"[49.62, 3.24, 319.36, 469.29]",/home/tako/devtools/furry-geras/coco/train2017/000000473771.jpg,480,640
"[120.58, 144.88, 71.45, 68.56]",/home/tako/devtools/furry-geras/coco/train2017/000000344385.jpg,274,500
"[235.09, 95.78, 235.67, 384.26]",/home/tako/devtools/furry-geras/coco/train2017/000000022929.jpg,640,541
"[350.27, 2.16, 128.73000000000002, 229.63]",/home/tako/devtools/furry-geras/coco/train2017/000000527040.jpg,640,480
"[0.0, 15.14, 536.99, 462.4]",/home/tako/devtools/furry-geras/coco/train2017/000000194312.jpg,480,538
"[198.47, 250.01, 152.89000000000001, 381.55999999999995]",/home/tako/devtools/furry-geras/coco/train2017/000000490259.jpg,640,428
"[142.5, 188.67, 60.81999999999999, 172.35999999999999]",/home/tako/devtools/furry-geras/coco/train2017/000000362094.jpg,480,640
"[201.98, 112.86, 71.55999999999997, 198.59999999999997]",/home/tako/devtools/furry-geras/coco/train2017/000000557517.jpg,480,640
"[105.45, 176.52, 292.46, 296.9100000000001]",/home/tako/devtools/furry-geras/coco/train2017/000000018358.jpg,640,493
"[277.66, 390.0, 57.170000000000016, 177.21000000000004]",/home/tako/devtools/furry-geras/coco/train2017/000000485440.jpg,640,428
"[21.25, 137.69, 190.28, 270.81]",/home/tako/devtools/furry-geras/coco/train2017/000000339189.jpg,500,334
"[315.02, 81.67, 241.89, 196.28999999999996]",/home/tako/devtools/furry-geras/coco/train2017/000000525980.jpg,472,640
"[375.66, 11.54, 107.59999999999997, 134.36]",/home/tako/devtools/furry-geras/coco/train2017/000000130851.jpg,188,500
"[1.91, 127.02, 361.92, 211.02000000000004]",/home/tako/devtools/furry-geras/coco/train2017/000000042166.jpg,425,640
"[239.39, 111.77, 123.39999999999998, 223.29000000000002]",/home/tako/devtools/furry-geras/coco/train2017/000000258336.jpg,500,380
"[45.5, 53.08, 488.6700000000001, 426.92]",/home/tako/devtools/furry-geras/coco/train2017/000000082147.jpg,481,640
"[121.89, 105.78, 237.38, 352.80000000000007]",/home/tako/devtools/furry-geras/coco/train2017/000000565460.jpg,480,640
"[471.37, 64.72, 167.26999999999998, 408.89]",/home/tako/devtools/furry-geras/coco/train2017/000000348382.jpg,480,640
"[142.51, 194.0, 142.82, 87.94999999999999]",/home/tako/devtools/furry-geras/coco/train2017/000000324455.jpg,424,640
"[149.12, 216.5, 141.95, 307.37]",/home/tako/devtools/furry-geras/coco/train2017/000000530509.jpg,640,427
"[214.93, 63.32, 117.20999999999998, 300.16]",/home/tako/devtools/furry-geras/coco/train2017/000000030752.jpg,426,640
"[112.75, 2.25, 404.9100000000001, 347.99]",/home/tako/devtools/furry-geras/coco/train2017/000000139494.jpg,480,640
"[150.89, 2.17, 223.11, 162.71]",/home/tako/devtools/furry-geras/coco/train2017/000000251646.jpg,500,375
"[171.07, 113.51, 110.23000000000002, 195.34000000000003]",/home/tako/devtools/furry-geras/coco/train2017/000000274549.jpg,375,500
"[302.91, 214.93, 161.86, 307.84999999999997]",/home/tako/devtools/furry-geras/coco/train2017/000000177809.jpg,640,480
"[305.62, 135.49, 69.82, 136.59000000000003]",/home/tako/devtools/furry-geras/coco/train2017/000000301179.jpg,400,500
"[89.17, 67.96, 293.83, 561.33]",/home/tako/devtools/furry-geras/coco/train2017/000000008841.jpg,640,425
"[315.05, 194.64, 60.129999999999995, 217.72000000000003]",/home/tako/devtools/furry-geras/coco/train2017/000000400709.jpg,426,640
"[162.26, 5.14, 402.79999999999995, 473.86]",/home/tako/devtools/furry-geras/coco/train2017/000000454712.jpg,480,640
"[206.05, 209.65, 144.76, 364.7900000000001]",/home/tako/devtools/furry-geras/coco/train2017/000000133167.jpg,640,427
"[2.16, 5.18, 517.83, 468.22]",/home/tako/devtools/furry-geras/coco/train2017/000000100273.jpg,480,640
"[328.21, 75.65, 310.74000000000007, 323.55000000000007]",/home/tako/devtools/furry-geras/coco/train2017/000000400241.jpg,405,640
"[199.7, 407.38, 71.61000000000001, 195.97000000000003]",/home/tako/devtools/furry-geras/coco/train2017/000000117786.jpg,640,368
"[173.36, 1.44, 303.64, 637.56]",/home/tako/devtools/furry-geras/coco/train2017/000000342650.jpg,640,478
"[197.64, 178.7, 199.48000000000002, 296.5]",/home/tako/devtools/furry-geras/coco/train2017/000000483378.jpg,480,640
"[281.15, 76.33, 249.23000000000002, 350.67]",/home/tako/devtools/furry-geras/coco/train2017/000000080316.jpg,428,640
"[265.17, 120.62, 197.16000000000003, 197.15999999999997]",/home/tako/devtools/furry-geras/coco/train2017/000000004742.jpg,426,640
"[158.16, 55.01, 212.17, 410.21]",/home/tako/devtools/furry-geras/coco/train2017/000000366811.jpg,612,612
"[1.44, 1.0, 404.57, 483.67]",/home/tako/devtools/furry-geras/coco/train2017/000000421253.jpg,640,480
"[470.92, 204.44, 116.76000000000005, 347.59]",/home/tako/devtools/furry-geras/coco/train2017/000000285826.jpg,612,612
"[97.58, 212.3, 188.42000000000002, 293.18]",/home/tako/devtools/furry-geras/coco/train2017/000000099099.jpg,640,639
"[185.53, 0.95, 448.80000000000007, 476.85]",/home/tako/devtools/furry-geras/coco/train2017/000000351463.jpg,480,640
"[116.49, 1.08, 309.66, 421.83]",/home/tako/devtools/furry-geras/coco/train2017/000000535276.jpg,480,640
"[346.62, 38.75, 148.75, 410.54]",/home/tako/devtools/furry-geras/coco/train2017/000000077308.jpg,466,640
"[63.57, 136.88, 415.43, 495.98]",/home/tako/devtools/furry-geras/coco/train2017/000000182025.jpg,640,480
"[0.0, 0.11, 151.29, 369.31]",/home/tako/devtools/furry-geras/coco/train2017/000000111911.jpg,424,640
"[157.4, 132.86, 149.62999999999997, 207.55]",/home/tako/devtools/furry-geras/coco/train2017/000000255158.jpg,435,640
"[151.07, 150.94, 170.51, 284.51]",/home/tako/devtools/furry-geras/coco/train2017/000000486605.jpg,640,427
"[314.05, 80.86, 153.93, 204.24]",/home/tako/devtools/furry-geras/coco/train2017/000000015986.jpg,426,640
"[383.19, 171.98, 72.79000000000002, 78.87]",/home/tako/devtools/furry-geras/coco/train2017/000000045587.jpg,427,640
"[27.33, 87.49, 449.15, 545.52]",/home/tako/devtools/furry-geras/coco/train2017/000000315393.jpg,640,480
"[143.41, 202.17, 68.85999999999999, 143.17]",/home/tako/devtools/furry-geras/coco/train2017/000000310843.jpg,480,640
"[0.0, 42.24, 384.76, 523.31]",/home/tako/devtools/furry-geras/coco/train2017/000000179526.jpg,580,580
"[7.16, 101.79, 477.21, 525.89]",/home/tako/devtools/furry-geras/coco/train2017/000000192903.jpg,640,493
"[335.46, 192.0, 82.06, 112.25999999999999]",/home/tako/devtools/furry-geras/coco/train2017/000000006715.jpg,480,640
"[353.37, 59.67, 45.74000000000001, 102.77]",/home/tako/devtools/furry-geras/coco/train2017/000000263278.jpg,416,640
"[138.07, 60.4, 193.15000000000003, 549.84]",/home/tako/devtools/furry-geras/coco/train2017/000000092366.jpg,640,448
"[524.34, 225.9, 44.90999999999997, 124.59]",/home/tako/devtools/furry-geras/coco/train2017/000000559416.jpg,427,640
"[31.64, 28.6, 436.21, 610.4]",/home/tako/devtools/furry-geras/coco/train2017/000000267625.jpg,640,480
"[38.3, 108.19, 98.57000000000001, 302.49]",/home/tako/devtools/furry-geras/coco/train2017/000000108293.jpg,427,640
"[12.47, 35.74, 66.17, 146.77]",/home/tako/devtools/furry-geras/coco/train2017/000000213215.jpg,427,640
"[353.11, 200.22, 70.82999999999998, 177.64000000000001]",/home/tako/devtools/furry-geras/coco/train2017/000000406729.jpg,427,640
"[192.0, 193.98, 279.45, 279.44999999999993]",/home/tako/devtools/furry-geras/coco/train2017/000000243307.jpg,480,640
"[145.91, 262.57, 113.14000000000001, 309.61000000000007]",/home/tako/devtools/furry-geras/coco/train2017/000000028650.jpg,640,480
"[59.69, 0.23, 90.82999999999998, 178.98]",/home/tako/devtools/furry-geras/coco/train2017/000000347104.jpg,427,640
"[31.75, 15.04, 285.82, 218.01]",/home/tako/devtools/furry-geras/coco/train2017/000000047249.jpg,240,320
"[0.75, 114.39, 498.25, 214.95]",/home/tako/devtools/furry-geras/coco/train2017/000000455261.jpg,334,500
"[242.75, 54.26, 173.36, 186.81]",/home/tako/devtools/furry-geras/coco/train2017/000000387215.jpg,334,500
"[230.29, 186.15, 42.17999999999998, 103.59]",/home/tako/devtools/furry-geras/coco/train2017/000000151807.jpg,427,640
"[54.65, 172.58, 551.27, 459.23]",/home/tako/devtools/furry-geras/coco/train2017/000000549746.jpg,640,640
"[230.77, 232.34, 112.15, 132.27]",/home/tako/devtools/furry-geras/coco/train2017/000000229184.jpg,424,640
"[356.95, 148.73, 70.96999999999997, 105.51000000000002]",/home/tako/devtools/furry-geras/coco/train2017/000000034097.jpg,427,640
"[166.36, 303.37, 62.53999999999999, 130.44]",/home/tako/devtools/furry-geras/coco/train2017/000000264957.jpg,640,640
"[0.0, 0.0, 145.7, 153.25]",/home/tako/devtools/furry-geras/coco/train2017/000000123995.jpg,480,640
"[0.17, 8.17, 252.81, 470.66]",/home/tako/devtools/furry-geras/coco/train2017/000000287361.jpg,480,640
"[161.08, 79.1, 264.91999999999996, 552.71]",/home/tako/devtools/furry-geras/coco/train2017/000000324000.jpg,640,427
"[0.19, 0.0, 221.96, 133.38]",/home/tako/devtools/furry-geras/coco/train2017/000000105976.jpg,480,640
"[198.88, 4.49, 174.27999999999997, 137.21]",/home/tako/devtools/furry-geras/coco/train2017/000000373316.jpg,500,375
"[7.26, 166.89, 377.77, 459.05000000000007]",/home/tako/devtools/furry-geras/coco/train2017/000000169690.jpg,640,427
"[272.82, 75.9, 81.55000000000001, 100.25]",/home/tako/devtools/furry-geras/coco/train2017/000000525226.jpg,425,640
"[185.95, 74.05, 323.32, 334.14]",/home/tako/devtools/furry-geras/coco/train2017/000000182373.jpg,480,640
"[1.12, 43.82, 346.19, 448.44]",/home/tako/devtools/furry-geras/coco/train2017/000000524317.jpg,500,352
"[130.19, 0.0, 508.81, 148.05]",/home/tako/devtools/furry-geras/coco/train2017/000000447627.jpg,426,640
"[80.56, 83.7, 169.83, 294.35]",/home/tako/devtools/furry-geras/coco/train2017/000000110209.jpg,500,375
"[182.77, 124.46, 88.64000000000001, 197.43]",/home/tako/devtools/furry-geras/coco/train2017/000000310981.jpg,396,500
"[87.55, 19.46, 224.99, 203.29]",/home/tako/devtools/furry-geras/coco/train2017/000000227855.jpg,333,500
"[100.0, 114.25, 191.47000000000003, 300.07]",/home/tako/devtools/furry-geras/coco/train2017/000000438496.jpg,500,375
"[0.96, 1.03, 364.48, 154.81]",/home/tako/devtools/furry-geras/coco/train2017/000000260321.jpg,428,640
"[0.0, 0.0, 432.67, 426.0]",/home/tako/devtools/furry-geras/coco/train2017/000000324285.jpg,427,640
"[199.59, 27.83, 345.39, 361.71]",/home/tako/devtools/furry-geras/coco/train2017/000000329394.jpg,427,640
"[117.95, 188.33, 45.019999999999996, 133.74000000000004]",/home/tako/devtools/furry-geras/coco/train2017/000000438232.jpg,480,640
"[97.72, 168.08, 111.22, 146.50000000000003]",/home/tako/devtools/furry-geras/coco/train2017/000000266114.jpg,461,640
"[423.32, 327.75, 50.29000000000002, 78.25999999999999]",/home/tako/devtools/furry-geras/coco/train2017/000000150161.jpg,414,640
"[159.74, 17.45, 254.71000000000004, 275.52]",/home/tako/devtools/furry-geras/coco/train2017/000000486568.jpg,298,500
"[94.56, 0.42, 224.76, 349.52]",/home/tako/devtools/furry-geras/coco/train2017/000000118563.jpg,375,500
"[0.96, 0.06, 493.17, 420.25]",/home/tako/devtools/furry-geras/coco/train2017/000000489155.jpg,427,640
"[134.64, 87.52, 121.13999999999999, 287.51]",/home/tako/devtools/furry-geras/coco/train2017/000000472367.jpg,427,640
"[255.8, 16.5, 175.04000000000002, 470.72]",/home/tako/devtools/furry-geras/coco/train2017/000000222206.jpg,612,612
"[89.32, 458.82, 103.15, 136.23999999999995]",/home/tako/devtools/furry-geras/coco/train2017/000000214641.jpg,640,480
"[193.4, 82.24, 172.23, 281.54]",/home/tako/devtools/furry-geras/coco/train2017/000000378118.jpg,640,427
"[517.75, 186.05, 74.70000000000005, 172.20999999999998]",/home/tako/devtools/furry-geras/coco/train2017/000000516352.jpg,406,640
"[483.53, 186.72, 79.27999999999997, 121.54999999999998]",/home/tako/devtools/furry-geras/coco/train2017/000000535692.jpg,480,640
"[346.61, 159.64, 78.10000000000002, 184.52999999999997]",/home/tako/devtools/furry-geras/coco/train2017/000000493704.jpg,640,639
"[262.85, 35.69, 307.30000000000007, 603.31]",/home/tako/devtools/furry-geras/coco/train2017/000000398301.jpg,640,639
"[40.4, 283.73, 403.04, 347.8399999999999]",/home/tako/devtools/furry-geras/coco/train2017/000000390292.jpg,640,480
"[156.41, 254.28, 348.27, 171.72]",/home/tako/devtools/furry-geras/coco/train2017/000000414947.jpg,427,640
"[131.56, 0.9, 239.59999999999997, 199.95]",/home/tako/devtools/furry-geras/coco/train2017/000000198416.jpg,401,401
"[91.01, 173.03, 299.0, 252.94000000000003]",/home/tako/devtools/furry-geras/coco/train2017/000000135735.jpg,500,400
"[2.87, 8.78, 372.09, 489.76]",/home/tako/devtools/furry-geras/coco/train2017/000000216021.jpg,640,425
"[103.32, 71.92, 214.25, 527.07]",/home/tako/devtools/furry-geras/coco/train2017/000000336370.jpg,640,413
"[31.71, 67.03, 351.29, 571.97]",/home/tako/devtools/furry-geras/coco/train2017/000000573297.jpg,640,384
"[179.99, 0.0, 459.01, 479.0]",/home/tako/devtools/furry-geras/coco/train2017/000000271771.jpg,480,640
"[243.51, 140.57, 49.22000000000003, 114.04000000000002]",/home/tako/devtools/furry-geras/coco/train2017/000000354398.jpg,486,640
"[0.96, 1.44, 386.57, 419.27]",/home/tako/devtools/furry-geras/coco/train2017/000000148176.jpg,427,640
"[183.67, 20.15, 284.6, 226.9]",/home/tako/devtools/furry-geras/coco/train2017/000000490084.jpg,426,640
"[411.2, 21.97, 118.23999999999995, 355.03]",/home/tako/devtools/furry-geras/coco/train2017/000000033645.jpg,480,640
"[158.15, 167.5, 62.599999999999994, 149.45]",/home/tako/devtools/furry-geras/coco/train2017/000000461535.jpg,361,640
"[170.97, 196.71, 104.06999999999996, 201.50000000000003]",/home/tako/devtools/furry-geras/coco/train2017/000000029080.jpg,426,640
"[0.0, 3.6, 406.93, 458.82]",/home/tako/devtools/furry-geras/coco/train2017/000000506530.jpg,640,481
"[82.19, 1.96, 353.38, 357.65]",/home/tako/devtools/furry-geras/coco/train2017/000000232612.jpg,475,640
"[88.73, 97.6, 265.18, 301.78]",/home/tako/devtools/furry-geras/coco/train2017/000000437831.jpg,427,640
"[145.64, 78.88, 200.72000000000003, 321.18]",/home/tako/devtools/furry-geras/coco/train2017/000000435598.jpg,640,480
"[190.44, 0.96, 448.16, 409.69]",/home/tako/devtools/furry-geras/coco/train2017/000000488915.jpg,428,640
"[132.22, 19.69, 190.29999999999998, 518.04]",/home/tako/devtools/furry-geras/coco/train2017/000000393720.jpg,640,441
"[112.5, 145.04, 244.44, 308.71000000000004]",/home/tako/devtools/furry-geras/coco/train2017/000000279848.jpg,500,375
"[153.04, 4.75, 235.69000000000003, 268.96]",/home/tako/devtools/furry-geras/coco/train2017/000000025907.jpg,423,500
"[107.99, 46.17, 100.51, 156.65999999999997]",/home/tako/devtools/furry-geras/coco/train2017/000000538686.jpg,500,332
"[478.45, 22.69, 88.36999999999995, 66.36]",/home/tako/devtools/furry-geras/coco/train2017/000000124169.jpg,304,640
"[258.88, 389.75, 42.139999999999986, 160.08000000000004]",/home/tako/devtools/furry-geras/coco/train2017/000000544728.jpg,640,480
"[435.78, 79.44, 98.86000000000001, 349.66]",/home/tako/devtools/furry-geras/coco/train2017/000000434962.jpg,505,640
"[496.49, 155.75, 91.95000000000005, 125.07999999999998]",/home/tako/devtools/furry-geras/coco/train2017/000000467431.jpg,428,640
"[140.11, 1.92, 170.76999999999998, 337.75]",/home/tako/devtools/furry-geras/coco/train2017/000000353858.jpg,428,640
"[125.01, 34.61, 176.10000000000002, 259.71]",/home/tako/devtools/furry-geras/coco/train2017/000000445953.jpg,332,500
"[221.85, 1.37, 388.3399999999999, 477.63]",/home/tako/devtools/furry-geras/coco/train2017/000000202168.jpg,480,640
"[258.82, 33.43, 142.26, 357.14]",/home/tako/devtools/furry-geras/coco/train2017/000000070134.jpg,425,640
"[273.08, 204.03, 94.40000000000003, 381.0400000000001]",/home/tako/devtools/furry-geras/coco/train2017/000000295655.jpg,640,426
"[97.3, 55.68, 399.0, 323.32]",/home/tako/devtools/furry-geras/coco/train2017/000000473793.jpg,480,640
"[0.0, 23.41, 439.7, 350.59]",/home/tako/devtools/furry-geras/coco/train2017/000000458839.jpg,375,500
"[161.77, 200.27, 308.70000000000005, 252.65]",/home/tako/devtools/furry-geras/coco/train2017/000000491525.jpg,480,640
"[342.75, 129.25, 188.55999999999995, 248.88]",/home/tako/devtools/furry-geras/coco/train2017/000000264734.jpg,427,640
"[23.78, 80.54, 522.25, 393.6]",/home/tako/devtools/furry-geras/coco/train2017/000000079591.jpg,480,640
"[203.77, 128.25, 152.84, 254.84000000000003]",/home/tako/devtools/furry-geras/coco/train2017/000000474984.jpg,480,640
"[405.91, 130.39, 128.33999999999997, 315.53]",/home/tako/devtools/furry-geras/coco/train2017/000000457257.jpg,469,640
"[127.15, 156.77, 111.68, 211.23]",/home/tako/devtools/furry-geras/coco/train2017/000000216119.jpg,369,640
"[295.84, 123.12, 140.69, 238.35000000000002]",/home/tako/devtools/furry-geras/coco/train2017/000000079806.jpg,427,640
"[88.77, 26.82, 334.03, 608.93]",/home/tako/devtools/furry-geras/coco/train2017/000000268293.jpg,640,530
"[176.76, 68.19, 315.58, 282.61]",/home/tako/devtools/furry-geras/coco/train2017/000000103128.jpg,587,640
"[4.47, 11.29, 264.1, 365.89]",/home/tako/devtools/furry-geras/coco/train2017/000000578356.jpg,500,398
"[226.52, 0.0, 272.97, 458.51]",/home/tako/devtools/furry-geras/coco/train2017/000000434581.jpg,480,640
"[225.49, 34.54, 379.95000000000005, 385.7]",/home/tako/devtools/furry-geras/coco/train2017/000000127068.jpg,427,640
"[129.12, 358.69, 65.43, 172.49000000000007]",/home/tako/devtools/furry-geras/coco/train2017/000000050535.jpg,640,427
"[2.88, 14.38, 416.08, 624.62]",/home/tako/devtools/furry-geras/coco/train2017/000000240196.jpg,640,426
"[371.91, 106.2, 174.59999999999997, 328.06]",/home/tako/devtools/furry-geras/coco/train2017/000000453389.jpg,476,640
"[0.84, 32.02, 437.2, 337.77]",/home/tako/devtools/furry-geras/coco/train2017/000000543284.jpg,375,500
"[64.8, 83.84, 220.65999999999997, 301.73]",/home/tako/devtools/furry-geras/coco/train2017/000000266769.jpg,640,423
"[242.77, 97.8, 247.52, 394.79]",/home/tako/devtools/furry-geras/coco/train2017/000000407909.jpg,512,640
"[270.11, 51.5, 93.80000000000001, 199.74]",/home/tako/devtools/furry-geras/coco/train2017/000000387074.jpg,383,640
"[212.02, 82.09, 212.43000000000004, 286.5899999999999]",/home/tako/devtools/furry-geras/coco/train2017/000000569535.jpg,425,640
"[335.48, 140.39, 75.38999999999999, 298.35]",/home/tako/devtools/furry-geras/coco/train2017/000000497216.jpg,480,640
"[165.73, 155.24, 65.52000000000001, 243.51999999999998]",/home/tako/devtools/furry-geras/coco/train2017/000000252113.jpg,424,640
"[285.28, 133.86, 87.07, 222.05]",/home/tako/devtools/furry-geras/coco/train2017/000000354389.jpg,426,640
"[123.25, 145.89, 172.25, 434.83000000000004]",/home/tako/devtools/furry-geras/coco/train2017/000000302319.jpg,640,427
"[0.0, 0.24, 639.0, 419.26]",/home/tako/devtools/furry-geras/coco/train2017/000000502281.jpg,426,640
"[1.44, 121.08, 349.27, 461.7]",/home/tako/devtools/furry-geras/coco/train2017/000000023927.jpg,640,462
"[104.17, 232.24, 270.13, 183.62]",/home/tako/devtools/furry-geras/coco/train2017/000000385154.jpg,640,427
"[0.0, 21.31, 377.0, 610.11]",/home/tako/devtools/furry-geras/coco/train2017/000000021895.jpg,640,378
"[1.08, 17.33, 505.96, 456.35]",/home/tako/devtools/furry-geras/coco/train2017/000000252558.jpg,480,640
"[210.94, 122.59, 209.57999999999998, 370.42999999999995]",/home/tako/devtools/furry-geras/coco/train2017/000000326853.jpg,500,500
"[268.67, 45.77, 117.99000000000001, 374.18]",/home/tako/devtools/furry-geras/coco/train2017/000000060858.jpg,427,640
"[265.95, 354.59, 37.910000000000025, 119.0]",/home/tako/devtools/furry-geras/coco/train2017/000000488990.jpg,480,640
"[177.55, 5.16, 282.87, 328.29]",/home/tako/devtools/furry-geras/coco/train2017/000000011538.jpg,480,640
"[0.0, 91.83, 639.0, 381.48]",/home/tako/devtools/furry-geras/coco/train2017/000000256270.jpg,480,640
"[191.73, 75.21, 141.54, 263.78]",/home/tako/devtools/furry-geras/coco/train2017/000000296255.jpg,425,640
"[87.52, 70.17, 391.48, 568.83]",/home/tako/devtools/furry-geras/coco/train2017/000000390934.jpg,640,480
"[144.61, 262.15, 84.9, 319.72]",/home/tako/devtools/furry-geras/coco/train2017/000000096804.jpg,640,480
"[103.09, 34.5, 302.53, 495.81999999999994]",/home/tako/devtools/furry-geras/coco/train2017/000000318497.jpg,640,480
"[1.08, 1.08, 166.19, 203.94]",/home/tako/devtools/furry-geras/coco/train2017/000000457095.jpg,480,640
"[205.2, 84.59, 220.8, 535.68]",/home/tako/devtools/furry-geras/coco/train2017/000000259753.jpg,640,427
"[141.35, 2.87, 495.63, 421.13]",/home/tako/devtools/furry-geras/coco/train2017/000000482476.jpg,425,640
"[37.56, 6.01, 66.6, 99.16]",/home/tako/devtools/furry-geras/coco/train2017/000000118638.jpg,111,640
"[190.69, 10.07, 235.31, 627.59]",/home/tako/devtools/furry-geras/coco/train2017/000000220531.jpg,640,427
"[151.0, 49.05, 416.4200000000001, 372.18]",/home/tako/devtools/furry-geras/coco/train2017/000000139645.jpg,428,640
"[0.0, 31.74, 88.17, 208.97]",/home/tako/devtools/furry-geras/coco/train2017/000000410962.jpg,640,427
"[392.88, 108.72, 84.85000000000002, 110.69]",/home/tako/devtools/furry-geras/coco/train2017/000000437440.jpg,427,640
"[206.24, 98.7, 148.87, 228.75]",/home/tako/devtools/furry-geras/coco/train2017/000000457725.jpg,427,640
